Date,Average Weighted Clean Product Tanker Earnings $/day [51067],Average MR Clean c.2010-built Earnings $/day [545055]
2022-11-18,47655.4872,42854.96685
2022-11-25,61998.90887,52198.07757
2022-12-02,66872.03703,59518.13095
2022-12-09,66619.46163,57364.18803
2022-12-16,64460.437,48877.45248
2022-12-23,61986.95764,44331.75022
2022-12-30,55915.05834,36551.51177
2023-01-06,45504.63588,28131.63696
2023-01-13,34543.32307,24473.07743
2023-01-20,26836.18328,22172.23268
2023-01-27,22258.23559,15839.50956
2023-02-03,23830.37547,19157.99366
2023-02-10,39778.72379,41783.13922
2023-02-17,49935.4148,44311.67181
2023-02-24,44330.79632,31792.34723
2023-03-03,35176.21435,24341.14417
2023-03-10,39323.435,29408.51299
2023-03-17,43305.6131,29854.20351
2023-03-24,48469.61162,33016.26877
2023-03-31,50287.17571,34573.06203
2023-04-07,46963.61633,33928.25456
2023-04-14,41673.98772,33439.48093
2023-04-21,40935.68785,29964.38738
2023-04-28,31298.02826,21131.88344
2023-05-05,28740.883,22485.37553
2023-05-12,27491.1779,25128.12588
2023-05-19,24042.71576,22602.40103
2023-05-26,30421.0009,31638.53242
2023-06-02,28347.55302,27930.03579
2023-06-09,22500.80173,21865.79203
2023-06-16,22169.0899,21056.17814
2023-06-23,22143.8651,19298.57325
2023-06-30,23235.82334,21989.36264
2023-07-07,19931.79456,17591.68446
2023-07-14,19893.76272,18169.53708
2023-07-21,22952.66889,23711.50786
2023-07-28,28859.50532,25622.79665
2023-08-04,26734.80595,23052.1076
2023-08-11,24107.42604,22222.52753
2023-08-18,30837.82676,29899.1259
2023-08-25,30421.59277,27824.06761
2023-09-01,32323.38303,31072.50605
2023-09-08,29501.70212,27692.50828
2023-09-15,30162.49396,24677.58059
2023-09-22,30707.11951,25672.44672
2023-09-29,27188.24498,22722.33424
2023-10-06,32404.17167,29809.24531
2023-10-13,30184.18785,25027.66789
2023-10-20,28777.36924,20598.25842
2023-10-27,29131.55597,21359.6182
2023-11-03,26650.57576,20815.43248
2023-11-10,28642.87429,24895.56551
2023-11-17,31100.48268,28416.25652
2023-11-24,33986.8424,33995.22036
2023-12-01,33360.96331,33955.86675
2023-12-08,38329.2246,37911.76106
2023-12-15,39420.25833,32782.85291
2023-12-22,40972.10359,32324.40453
2023-12-29,37401.65331,28180.28431
2024-01-05,28834.87459,20703.72286
2024-01-12,27483.79013,23523.20544
2024-01-19,42172.04147,30710.16496
2024-01-26,58481.38546,39722.07129
2024-02-02,48785.00851,36601.01029
2024-02-09,45184.44415,36112.67434
2024-02-16,40343.79801,32361.41317
2024-02-23,41789.61955,34472.90657
2024-03-01,37409.0556,32574.42181
2024-03-08,38127.84177,34605.43055
2024-03-15,49684.36836,36058.87172
2024-03-22,52140.33441,36919.43663
2024-03-29,45414.76861,35381.42719
2024-04-05,38693.61604,31800.74478
2024-04-12,35570.32502,28721.21468
2024-04-19,37313.72993,27999.56369
2024-04-26,37711.75514,30696.99471
2024-05-03,37336.4461,31656.80765
2024-05-10,42416.47361,35014.46709
2024-05-17,42685.15813,32670.53202
2024-05-24,44037.11022,34401.85035
2024-05-31,44176.23086,42019.11645
2024-06-07,40055.63492,38499.89347
2024-06-14,33636.90119,29239.39966
2024-06-21,35245.06275,33109.45664
2024-06-28,37107.7933,37076.55051
2024-07-05,32892.18198,30240.94278
2024-07-12,31170.73232,26497.6007
2024-07-19,28955.33628,25567.31243
2024-07-26,27346.66634,22621.27577
2024-08-02,25478.86139,21966.49476
2024-08-09,20671.31456,18625.01085
2024-08-16,18588.41856,15653.9467
2024-08-23,21146.65309,18323.31673
2024-08-30,19601.82276,17270.93312
2024-09-06,18682.77935,15546.4982
2024-09-13,21023.01106,17943.81846
2024-09-20,21111.91021,16166.4092
2024-09-27,17774.65985,12708.26584
2024-10-04,17357.6948,18186.25805
2024-10-11,19186.861,20002.59622
2024-10-18,18510.87088,15164.11947
2024-10-25,15873.37713,12484.15891
2024-11-01,15980.49162,14915.42538
2024-11-08,13258.36112,12314.07351
2024-11-15,13492.51034,12197.60657
2024-11-22,17893.82832,14845.55087
2024-11-29,19477.22715,14297.50347
2024-12-06,20093.61437,18698.69353
2024-12-13,22087.91524,20767.67859
2024-12-20,22239.7357,21959.02288
2024-12-27,20191.96747,18679.03993
2025-01-03,16856.09528,14263.59103
2025-01-10,18384.43279,13098.36331
2025-01-17,24580.76668,18676.15445
2025-01-24,20917.3735,14659.33289
2025-01-31,18650.61885,13668.88746
2025-02-07,20640.33908,15608.86726
2025-02-14,19054.86208,13669.85346
2025-02-21,22126.03087,16582.10909
2025-02-28,21992.82567,17110.96728
2025-03-07,21375.91932,16289.5391
2025-03-14,24835.36181,17196.59879
2025-03-21,30015.763,22038.43397
2025-03-28,28472.00688,23783.79531
2025-04-04,24099.29395,20441.96295
2025-04-11,21641.6992,16158.59754
2025-04-18,21635.17308,17607.9376
2025-04-25,21415.61099,17003.07136
2025-05-02,19949.61721,17382.05719
2025-05-09,18413.87708,16648.69664
2025-05-16,21435.9181,17727.90473
2025-05-23,25193.69307,19505.7516
2025-05-30,24688.1077,19603.50796
2025-06-06,21405.1292,17646.51977
2025-06-13,20658.42905,18262.10147
2025-06-20,30130.29637,25393.16647
2025-06-27,24399.69718,24132.049
2025-07-04,19046.72115,19216.86577
2025-07-11,17245.02407,15757.57317
2025-07-18,20298.91803,16789.56607
2025-07-25,22360.37121,19175.90468
2025-08-01,23370.69753,19514.91563
2025-08-08,26141.15533,23301.14014
2025-08-15,21796.16025,17412.9018
2025-08-22,25308.23606,23992.40579
2025-08-29,27807.3221,27966.15005
2025-09-05,22951.58223,18541.64858
2025-09-12,21801.47155,17607.71902
2025-09-19,20615.96261,16923.80551
2025-09-26,20995.3085,18557.47231
2025-10-03,21721.16641,21371.10944
2025-10-10,18954.46738,17711.62981
2025-10-17,23140.90555,25454.62373
2025-10-24,22357.13212,18930.81454
2025-10-31,22711.58829,18463.07385
2025-11-07,22817.60191,18111.81857
2025-11-14,26773.97938,22773.15733
2025-11-21,31374.87619,26309.87971
2025-11-28,34124.54373,26552.84522
2025-12-05,30157.01547,24989.80672
2025-12-12,28197.59655,23190.50139
2025-12-19,28108.65295,23030.64195
2025-12-26,27193.33842,21074.423
2026-01-02,25693.25956,19821.64448
2026-01-09,27556.3075,23710.6391
2026-01-16,32492.91729,25921.5132
2026-01-23,30622.34951,23379.91527
2026-01-30,33278.31681,26094.73324
2026-02-06,38995.62087,35296.5617
2026-02-13,32269.13294,25085.30821
2026-02-20,33601.72443,26690.14635
2026-02-27,36244.11252,27789.36328
2026-03-06,83527.06574,56794.16315
2026-03-13,56318.93974,39701.34157
2026-03-20,61087.51259,48700.9256
2026-03-27,71031.20369,55589.68075
2026-04-03,73930.84731,59432.33578
2026-04-10,79803.35658,64791.78045
2026-04-17,78321.64555,59168.54279
2026-04-24,74144.9536,49641.50081
2026-05-01,65722.79,44593.56517
2026-05-08,54326.82662,33616.30754
2026-05-15,44395.04806,26589.34812
2026-05-22,38376.33385,23816.20263
2026-05-29,35853.43768,28958.9129
2026-06-05,30543.09987,25290.98759
2026-06-12,29601.41204,22804.52423
2026-06-19,28891.56174,19885.50364
2026-06-26,29163.77986,21787.18783
2026-07-03,31699.55343,27784.97827
2026-07-10,31259.33557,28084.44744
2026-07-17,28423.84508,22683.82949
2026-07-24,28405.50417,19543.3946
2026-07-31,34309.45826,26888.06234
2026-08-07,28914.83215,17718.42482
2026-08-14,27097.41766,17269.12109
2026-08-21,28980.06054,19009.50876
2026-08-28,33129.20977,22023.88144
2026-09-04,34398.11891,25959.04476
2026-09-11,37646.21269,29853.23657
