Date,Average Earnings All Tankers $/day [51116],Average Weighted Crude Tanker Earnings $/day [546177],Average Suezmax c.2010-built Earnings $/day [531088]
2003-05-16,32986.93422,42329.82288,
2003-05-23,31641.07684,39539.03475,
2003-05-30,32677.6489,42933.35373,
2003-06-06,31536.24443,41574.60151,
2003-06-13,31056.09072,42258.14988,
2003-06-20,28001.09994,37726.09503,
2003-06-27,22781.19825,27279.60456,
2003-07-04,18660.51766,20032.40301,
2003-07-11,18435.20514,19502.98295,
2003-07-18,18842.65163,19133.4835,
2003-07-25,20738.43167,21921.04881,
2003-08-01,20005.49387,20246.4706,
2003-08-08,18349.81439,18051.60254,
2003-08-15,16984.42981,16013.55983,
2003-08-22,18013.40113,18807.4503,
2003-08-29,18673.13745,20899.3694,
2003-09-05,19553.24926,23517.98521,
2003-09-12,23993.73769,34024.22629,
2003-09-19,27385.56959,40640.61771,
2003-09-26,25264.99721,35254.22582,
2003-10-03,20299.24262,25453.54056,
2003-10-10,21411.87366,27314.54113,
2003-10-17,21911.28847,27355.06336,
2003-10-24,23771.77491,29728.24501,
2003-10-31,28298.83833,36340.82154,
2003-11-07,36651.08866,54991.22178,
2003-11-14,36907.13443,55123.03701,
2003-11-21,39385.96667,56858.53818,
2003-11-28,40984.57991,58813.26546,
2003-12-05,43723.91746,61506.84607,
2003-12-12,47135.58038,64545.39655,
2003-12-19,55469.16299,78262.33608,
2003-12-26,59905.25295,83479.1043,
2004-01-02,61435.38123,77541.04483,
2004-01-09,57383.33566,71412.92271,
2004-01-16,63472.19733,83901.31321,
2004-01-23,66133.15622,85883.11427,
2004-01-30,62850.83765,79086.04747,
2004-02-06,59474.30614,73606.93363,
2004-02-13,57039.17327,68195.82423,
2004-02-20,49861.15238,55546.9274,
2004-02-27,43805.74799,47960.2103,
2004-03-05,43993.02982,48186.40751,
2004-03-12,49884.32005,61135.30044,
2004-03-19,44565.97849,53697.87963,
2004-03-26,42704.46652,51661.83295,
2004-04-02,40702.54734,50945.28138,
2004-04-09,35704.26171,46476.06567,
2004-04-16,33673.58095,42501.21159,
2004-04-23,33716.4025,41358.83549,
2004-04-30,32892.48507,39395.12096,
2004-05-07,30867.48738,36684.61083,
2004-05-14,33918.52819,42542.75152,
2004-05-21,38663.07555,48179.89062,
2004-05-28,44042.77589,56469.9645,
2004-06-04,43283.04107,55909.68391,
2004-06-11,43660.06084,56141.57894,
2004-06-18,43294.44058,56271.23838,
2004-06-25,42988.19186,54522.85139,
2004-07-02,43427.26218,54830.52529,
2004-07-09,43587.16156,56807.77805,
2004-07-16,42904.02081,57291.16654,
2004-07-23,44723.15609,61841.51749,
2004-07-30,43838.83374,60547.84985,
2004-08-06,39872.24142,53070.91968,
2004-08-13,38106.56593,50881.82949,
2004-08-20,38045.33983,50237.25087,
2004-08-27,38011.25678,48006.37319,
2004-09-03,35868.17581,43282.71327,
2004-09-10,34860.291,42060.48184,
2004-09-17,37316.55534,47987.31443,
2004-09-24,45915.03468,63878.29145,
2004-10-01,56324.11965,83728.4615,
2004-10-08,67965.72246,104515.48955,
2004-10-15,73241.16868,107840.47782,
2004-10-22,86287.43777,123983.44955,
2004-10-29,91629.16889,128482.62605,
2004-11-05,90432.97995,124832.79044,
2004-11-12,103662.58456,149101.22003,
2004-11-19,104762.37923,150365.40367,
2004-11-26,101446.18742,143307.14251,
2004-12-03,93498.60024,129048.35248,
2004-12-10,82748.83388,112947.12543,
2004-12-17,72333.52777,94519.61525,
2004-12-24,66462.33213,86656.31538,
2004-12-31,54359.01227,59757.09554,
2005-01-07,51801.05016,53922.29495,
2005-01-14,47543.54119,48395.72859,
2005-01-21,45824.70813,49147.9973,
2005-01-28,44152.60783,49069.09295,
2005-02-04,54400.75741,68602.80281,
2005-02-11,51652.14565,65245.98408,
2005-02-18,50638.05603,63892.11553,
2005-02-25,52579.71311,68991.71316,
2005-03-04,47226.09155,55038.89922,
2005-03-11,44905.73197,49258.7593,
2005-03-18,52614.95606,63907.17913,
2005-03-25,49532.80864,60123.92076,
2005-04-01,40167.08511,47086.93914,
2005-04-08,33695.41304,39376.46793,
2005-04-15,35956.65709,42952.82017,
2005-04-22,37108.53701,43356.76463,
2005-04-29,37047.79141,42549.99631,
2005-05-06,38980.25451,47377.84191,
2005-05-13,39408.10366,46249.31893,
2005-05-20,36723.9858,39947.10886,
2005-05-27,34562.98082,35148.95071,
2005-06-03,35131.4502,36514.39592,
2005-06-10,32676.35553,33026.28398,
2005-06-17,32864.82965,31117.4143,
2005-06-24,32496.55462,30679.74103,
2005-07-01,34597.61771,35159.29288,
2005-07-08,32221.62616,34090.811,
2005-07-15,32280.36815,36818.47142,
2005-07-22,31993.86949,37839.80461,
2005-07-29,30016.20218,34392.65696,
2005-08-05,25299.64612,29283.87524,
2005-08-12,24190.4319,27576.85611,
2005-08-19,28105.36513,33876.3123,
2005-08-26,27831.3938,31520.37082,
2005-09-02,29888.56153,31686.80065,
2005-09-09,35047.13701,32866.51882,
2005-09-16,37755.32438,35596.00789,
2005-09-23,40577.16929,43005.85647,
2005-09-30,46122.47829,49294.93233,
2005-10-07,54842.26021,59785.87788,
2005-10-14,57217.75861,61594.51927,
2005-10-21,64401.04662,74198.76134,
2005-10-28,69255.42204,82277.38075,
2005-11-04,67703.32522,81505.59442,
2005-11-11,69443.1604,92112.27976,
2005-11-18,71974.99906,102271.39326,
2005-11-25,70141.95879,98599.33337,
2005-12-02,67816.1828,98545.49295,
2005-12-09,63861.9813,92775.81212,
2005-12-16,64766.36152,91268.86687,
2005-12-23,67605.44612,90179.38855,
2005-12-30,60774.76872,78178.20699,
2006-01-06,65869.21549,80720.14277,
2006-01-13,54446.62412,56506.91477,
2006-01-20,53324.40081,57246.70748,
2006-01-27,64419.31854,80405.53865,
2006-02-03,56977.16197,69491.52323,
2006-02-10,50021.21877,59575.45413,
2006-02-17,51707.57565,70314.48333,
2006-02-24,40589.62204,50308.81422,
2006-03-03,36454.30424,44280.09985,
2006-03-10,34618.66298,43334.82604,
2006-03-17,37727.69232,50005.52542,
2006-03-24,34120.16164,43035.34698,
2006-03-31,28611.77175,32190.5892,
2006-04-07,26157.04025,27732.32724,
2006-04-14,25939.4786,26930.29608,
2006-04-21,31730.19371,35155.55793,
2006-04-28,33143.53029,36661.28742,
2006-05-05,33527.95399,37383.04463,
2006-05-12,36661.00772,43122.38657,
2006-05-19,37482.63774,46171.43393,
2006-05-26,36600.25888,45492.03225,
2006-06-02,35406.73383,43955.04,
2006-06-09,37170.4726,46178.61948,
2006-06-16,40350.64632,50097.68858,
2006-06-23,46436.2663,59649.45898,
2006-06-30,43992.50005,55072.79627,
2006-07-07,44130.03975,56157.3264,
2006-07-14,46007.62676,59421.43045,
2006-07-21,49888.66292,63954.48056,
2006-07-28,47500.02112,59320.37167,
2006-08-04,41883.09932,51843.37115,
2006-08-11,49875.73472,66449.83405,
2006-08-18,53806.28723,70655.0676,
2006-08-25,54950.14056,72604.76084,
2006-09-01,47926.63137,60617.77568,
2006-09-08,44287.89689,56835.1823,
2006-09-15,40512.01488,52907.52054,
2006-09-22,40882.86416,55806.26635,
2006-09-29,41909.75323,56714.70512,
2006-10-06,40802.91847,54990.75241,
2006-10-13,39293.09803,53238.9666,
2006-10-20,41325.50396,56102.68757,
2006-10-27,37610.93083,48564.1289,
2006-11-03,34191.13999,43810.19801,
2006-11-10,31742.16501,39549.25454,
2006-11-17,31862.97422,40037.67498,
2006-11-24,32532.14243,41287.43679,
2006-12-01,29597.97235,35023.9463,
2006-12-08,32417.7161,38199.08631,
2006-12-15,49876.58472,67785.1456,
2006-12-22,48086.23643,59633.79135,
2006-12-29,48177.77662,59952.79671,
2007-01-05,47252.84823,53013.55062,
2007-01-12,43321.02304,50910.63742,
2007-01-19,43492.351,55256.52018,
2007-01-26,44521.7976,55412.58707,
2007-02-02,41674.87643,50688.72494,
2007-02-09,38494.86992,44002.6772,
2007-02-16,42259.52231,46830.55607,
2007-02-23,41311.17567,43761.65478,
2007-03-02,39409.9978,39156.93976,
2007-03-09,41360.52577,43319.24727,
2007-03-16,43140.50323,50757.96021,
2007-03-23,48534.71907,61324.56626,
2007-03-30,54987.27719,69590.83602,
2007-04-06,45697.66932,54426.39172,
2007-04-13,37394.57782,40594.4307,
2007-04-20,38909.59337,38840.3059,
2007-04-27,42088.65132,43251.31281,
2007-05-04,44131.06452,50232.97335,
2007-05-11,47043.08111,54536.79533,
2007-05-18,42039.45063,47006.04207,
2007-05-25,40211.70008,39729.14758,
2007-06-01,37580.60462,37635.80691,
2007-06-08,34631.77424,34406.07033,
2007-06-15,34033.48606,37109.49728,
2007-06-22,32376.89699,36539.72685,
2007-06-29,30351.19431,34093.35069,
2007-07-06,29702.30497,34585.16888,
2007-07-13,28093.40896,30835.85231,
2007-07-20,27314.98311,28878.36803,
2007-07-27,26705.37572,28576.50303,
2007-08-03,22261.45041,22521.25227,
2007-08-10,21223.80961,22030.98209,
2007-08-17,19411.46211,20404.8346,
2007-08-24,21282.88755,25947.54739,
2007-08-31,18557.07747,21506.60267,
2007-09-07,17094.56586,17687.58613,
2007-09-14,17444.64991,17707.83717,
2007-09-21,22453.43628,27214.21558,
2007-09-28,22236.44582,25433.28755,
2007-10-05,18903.37943,18925.66396,
2007-10-12,17590.62063,19736.89426,
2007-10-19,24077.18298,32773.18288,
2007-10-26,27652.99131,34096.05269,
2007-11-02,26936.57952,33053.81869,
2007-11-09,22282.16224,23783.68177,
2007-11-16,26269.72106,27319.5703,
2007-11-23,35722.20479,44192.29429,
2007-11-30,59685.05378,82225.20696,
2007-12-07,59513.19892,82163.47125,
2007-12-14,87212.60103,134931.68063,
2007-12-21,86362.24949,132736.86364,
2007-12-28,80673.68308,123128.50969,
2008-01-04,74514.45775,114926.08926,
2008-01-11,51594.70161,75322.7407,
2008-01-18,42049.59353,61665.53846,
2008-01-25,35358.88985,46615.31162,
2008-02-01,37788.10028,53002.3204,
2008-02-08,35443.71121,49680.9939,
2008-02-15,33307.22931,48974.93251,
2008-02-22,33036.10574,46447.5533,
2008-02-29,39892.66026,57427.88897,
2008-03-07,39569.97119,53548.80714,
2008-03-14,37060.87475,48708.68145,
2008-03-21,52257.03399,80250.82929,
2008-03-28,51976.2538,76486.63584,
2008-04-04,41038.6276,55446.27797,
2008-04-11,45785.10761,64877.40511,
2008-04-18,65845.27515,91099.7109,
2008-04-25,65789.24518,90644.78975,
2008-05-02,65517.35021,93132.56206,
2008-05-09,66734.17878,97469.01534,
2008-05-16,78575.19913,120549.94189,
2008-05-23,83158.78648,121297.19605,
2008-05-30,76207.72217,104986.01547,
2008-06-06,65700.79825,85463.02088,
2008-06-13,72464.89936,98087.99331,
2008-06-20,75136.69134,105167.22156,
2008-06-27,70747.52964,96966.82047,
2008-07-04,68200.01155,98122.16254,
2008-07-11,65519.17002,96421.48236,
2008-07-18,72454.22042,110912.81122,
2008-07-25,82497.18971,129978.85893,
2008-08-01,59369.64077,84505.18019,
2008-08-08,48433.88939,64237.33115,
2008-08-15,38245.88624,45203.49181,
2008-08-22,35705.69823,39885.76191,
2008-08-29,40926.7764,48877.62603,
2008-09-05,42565.19669,52833.3384,
2008-09-12,44343.49514,55197.64185,
2008-09-19,52972.77545,64038.36881,
2008-09-26,52779.92248,66356.61602,
2008-10-03,50467.64318,62825.85328,
2008-10-10,45298.97404,55821.61369,
2008-10-17,43757.27028,54980.49026,
2008-10-24,47046.58569,60062.31371,
2008-10-31,46330.84411,60500.37243,
2008-11-07,43003.81498,55098.77354,
2008-11-14,38433.63689,49988.20445,
2008-11-21,35399.5142,45397.94672,
2008-11-28,39776.43198,52149.61302,
2008-12-05,51363.2238,72831.70415,
2008-12-12,48053.85911,67433.57688,
2008-12-19,44816.69243,61358.29052,
2008-12-26,43199.47279,57214.1283,
2009-01-02,36400.9218,42675.49659,49350.89041
2009-01-09,28621.70796,39764.55719,46841.5258
2009-01-16,28881.47944,43883.33856,37744.62398
2009-01-23,27614.59749,40230.35388,39351.79245
2009-01-30,23140.11962,30191.17067,36875.08401
2009-02-06,21771.31285,29113.08416,35605.47677
2009-02-13,22527.07756,31998.1974,30518.45585
2009-02-20,23166.64927,32893.71814,30578.09064
2009-02-27,23329.59759,31470.92034,29484.01881
2009-03-06,26561.01125,34793.55802,47659.25033
2009-03-13,24745.4637,32039.66122,44254.10286
2009-03-20,21258.56057,29347.99254,40875.33264
2009-03-27,16097.29258,22916.39076,25005.41142
2009-04-03,12741.06173,18395.21283,20115.57158
2009-04-10,9455.04022,13668.08359,15857.32858
2009-04-17,9281.21658,13953.16779,18014.30936
2009-04-24,12398.83098,19296.85634,22168.90403
2009-05-01,11894.7893,17278.06858,25287.52536
2009-05-08,10564.50361,14125.06324,25442.56814
2009-05-15,10640.51028,12341.05852,22005.06594
2009-05-22,11487.47813,11907.34076,16053.74956
2009-05-29,10265.73905,10092.05461,11336.76993
2009-06-05,10199.93939,12832.35401,13348.49511
2009-06-12,15280.78422,23027.57972,27023.47374
2009-06-19,22239.70445,35134.17213,45086.19666
2009-06-26,19396.55403,29261.45321,33400.54331
2009-07-03,13821.17664,19281.31328,20866.72026
2009-07-10,11261.42479,14916.46958,16317.62852
2009-07-17,6778.15943,9946.85989,7269.9639
2009-07-24,6280.74619,8492.84011,8085.50814
2009-07-31,7170.77189,10438.0768,8264.35865
2009-08-07,6008.33014,9036.54343,6595.65519
2009-08-14,6502.52869,10364.13827,5933.30749
2009-08-21,7849.4685,12276.56909,12952.40199
2009-08-28,8891.50105,12976.72927,21317.74125
2009-09-04,6643.11532,9096.38156,12365.55758
2009-09-11,7556.73186,10059.7713,17998.60572
2009-09-18,8973.9179,11457.1026,19489.5483
2009-09-25,11432.8156,15050.24168,22307.13484
2009-10-02,11215.45916,15597.51667,20732.79185
2009-10-09,10922.89235,16012.17991,18371.78949
2009-10-16,11756.23586,17151.99018,19965.1858
2009-10-23,12599.49316,18996.00821,23723.6236
2009-10-30,13848.97096,20686.32419,30486.69422
2009-11-06,11439.52402,17608.21286,25526.01076
2009-11-13,14978.79319,23904.65319,32417.58977
2009-11-20,16484.21227,25996.68589,32842.53134
2009-11-27,18093.82413,28479.15474,34002.87897
2009-12-04,20486.14063,31723.95134,35975.63584
2009-12-11,20579.35661,30436.25182,28938.87479
2009-12-18,23590.81333,32991.79787,28977.59054
2009-12-25,25817.04268,35915.30514,37117.94081
2010-01-01,22054.58768,30251.7407,32605.53597
2010-01-08,28218.65292,40540.69293,50729.43753
2010-01-15,36455.60286,52172.01209,65455.52522
2010-01-22,33090.66401,46664.87847,48487.14752
2010-01-29,27136.07431,36204.25656,25049.37818
2010-02-05,22673.12178,28477.80109,21328.14579
2010-02-12,19759.69127,23330.47686,20157.40304
2010-02-19,17761.62613,21613.55978,20910.20389
2010-02-26,21316.75297,29159.81685,38601.2338
2010-03-05,20337.66522,28093.9482,34008.80756
2010-03-12,21578.4336,31416.35024,29773.15381
2010-03-19,25615.53396,40612.98421,29644.97114
2010-03-26,22479.67411,33511.02699,25691.2254
2010-04-02,19760.43918,28917.96268,25500.96074
